controller,dataset,t,joint_name,plane,total_balance_request_nm,raw_desired_allocation_weight,raw_desired_allocation_nm,priority_and_preallocation_constraint_scaling,redistributed_allocation_weight,redistributed_allocation_nm,post_contact_scaling,post_limit_scaling,post_saturation_scaling,post_rate_scaling,final_allocation_nm
PHASE3AX_BASELINE,wave,6.259999999999199,waist_pitch_joint,pitch,5.175910579446192,0.0,0.0,1.0,0.0,0.0,0.5144720576469793,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.259999999999199,waist_roll_joint,roll,1.6888594053591444,0.0,0.0,1.0,0.0,0.0,0.5144720576469793,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.279999999999188,left_ankle_pitch_joint,pitch,5.192871423114523,0.7,3.635009996180166,1.0,0.7912281793287961,4.108746201599439,1.0,1.0,1.0,1.0,4.108746201599439
PHASE3AX_BASELINE,wave,6.279999999999188,left_ankle_roll_joint,roll,1.6879778936946104,0.7,1.1815845255862272,1.0,0.5691558176774905,0.960722438307284,0.5129061073913755,1.0,1.0,1.0,0.4927604061157399
PHASE3AX_BASELINE,wave,6.279999999999188,left_hip_pitch_joint,pitch,5.192871423114523,0.1,0.5192871423114523,1.0,0.0463800874877597,0.2408458309167392,0.5129061073913755,1.0,1.0,1.1289404993369223,0.0788468804619463
PHASE3AX_BASELINE,wave,6.279999999999188,left_hip_roll_joint,roll,1.6879778936946104,0.0,0.0,1.0,0.0,0.0,0.5129061073913755,1.0,1.0,7947.029266096692,4.766333974640538
PHASE3AX_BASELINE,wave,6.279999999999188,left_knee_joint,pitch,5.192871423114523,0.15,0.7789307134671785,1.0,0.1017293373422737,0.5282673687770707,1.0,1.0,1.0,1.0,0.5282673687770707
PHASE3AX_BASELINE,wave,6.279999999999188,right_ankle_pitch_joint,pitch,5.192871423114523,0.7,3.635009996180166,1.0,0.7912281793287961,4.108746201599439,1.0,1.0,1.0,1.0,4.108746201599439
PHASE3AX_BASELINE,wave,6.279999999999188,right_ankle_roll_joint,roll,1.6879778936946104,0.7,1.1815845255862272,1.0,0.8308441823225093,1.4024466128651705,0.7487317921878497,1.0,1.0,1.0,1.0500563658983184
PHASE3AX_BASELINE,wave,6.279999999999188,right_hip_pitch_joint,pitch,5.192871423114523,0.1,0.5192871423114523,1.0,0.0677048791701004,0.3515827322478363,0.7487317921878497,1.0,1.0,1.0,0.2632405371281618
PHASE3AX_BASELINE,wave,6.279999999999188,right_hip_roll_joint,roll,1.6879778936946104,0.0,0.0,1.0,0.0,0.0,0.7487317921878497,1.0,1.0,106.84356474168158,-3.1833136768768475
PHASE3AX_BASELINE,wave,6.279999999999188,right_knee_joint,pitch,5.192871423114523,0.15,0.7789307134671785,1.0,0.1017293373422737,0.5282673687770707,1.0,1.0,1.0,1.0,0.5282673687770707
PHASE3AX_BASELINE,wave,6.279999999999188,waist_pitch_joint,pitch,5.192871423114523,0.0,0.0,1.0,0.0,0.0,0.5129061073913755,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.279999999999188,waist_roll_joint,roll,1.6879778936946104,0.0,0.0,1.0,0.0,0.0,0.5129061073913755,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.2999999999991765,left_ankle_pitch_joint,pitch,5.21204910566383,0.7,3.648434373964681,1.0,0.7911887331688507,4.123714529124007,1.0,1.0,1.0,1.0,4.123714529124007
PHASE3AX_BASELINE,wave,6.2999999999991765,left_ankle_roll_joint,roll,1.687511938164192,0.7,1.1812583567149344,1.0,0.5670886200833498,0.9569688163877108,0.5114675447031185,1.0,1.0,1.0,0.4894584908752719
PHASE3AX_BASELINE,wave,6.2999999999991765,left_hip_pitch_joint,pitch,5.21204910566383,0.1,0.5212049105663831,1.0,0.0462476981429306,0.2410452737448723,0.5114675447031185,1.0,1.0,1.0,0.0694922086836231
PHASE3AX_BASELINE,wave,6.2999999999991765,left_hip_roll_joint,roll,1.687511938164192,0.0,0.0,1.0,0.0,0.0,0.5114675447031185,1.0,1.0,7265.914713413933,4.36633397464076
PHASE3AX_BASELINE,wave,6.2999999999991765,left_knee_joint,pitch,5.21204910566383,0.15,0.7818073658495744,1.0,0.1017242656931379,0.5301918680302296,1.0,1.0,1.0,1.0,0.5301918680302296
PHASE3AX_BASELINE,wave,6.2999999999991765,right_ankle_pitch_joint,pitch,5.21204910566383,0.7,3.648434373964681,1.0,0.7911887331688507,4.123714529124007,1.0,1.0,1.0,1.0,4.123714529124007
PHASE3AX_BASELINE,wave,6.2999999999991765,right_ankle_roll_joint,roll,1.687511938164192,0.7,1.1812583567149344,1.0,0.8329113799166502,1.4055478970421582,0.7512179284758731,1.0,1.0,1.0,1.05587277958963
PHASE3AX_BASELINE,wave,6.2999999999991765,right_hip_pitch_joint,pitch,5.21204910566383,0.1,0.5212049105663831,1.0,0.0679263041330919,0.3540352327079311,0.7512179284758731,1.0,1.0,1.0,0.2659569856719074
PHASE3AX_BASELINE,wave,6.2999999999991765,right_hip_roll_joint,roll,1.687511938164192,0.0,0.0,1.0,0.0,0.0,0.7512179284758731,1.0,1.0,93.95913939161792,-2.783313676877069
PHASE3AX_BASELINE,wave,6.2999999999991765,right_knee_joint,pitch,5.21204910566383,0.15,0.7818073658495744,1.0,0.1017242656931379,0.5301918680302296,1.0,1.0,1.0,1.0,0.5301918680302296
PHASE3AX_BASELINE,wave,6.2999999999991765,waist_pitch_joint,pitch,5.21204910566383,0.0,0.0,1.0,0.0,0.0,0.5114675447031185,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.2999999999991765,waist_roll_joint,roll,1.687511938164192,0.0,0.0,1.0,0.0,0.0,0.5114675447031185,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.319999999999165,left_ankle_pitch_joint,pitch,5.228908594504802,0.7,3.6602360161533616,1.0,0.7819863811156208,4.088935309001178,1.0,1.0,1.0,1.001784174326651,4.096230682402833
PHASE3AX_BASELINE,wave,6.319999999999165,left_ankle_roll_joint,roll,1.6862938158057943,0.7,1.180405671064056,1.0,0.4728237626269844,0.7973197868839107,0.5099610446948514,1.0,1.0,1.134063187361157,0.4611123958022815
PHASE3AX_BASELINE,wave,6.319999999999165,left_hip_pitch_joint,pitch,5.228908594504802,0.1,0.5228908594504803,1.0,0.0455751533543849,0.2383083110706178,0.5099610446948514,1.0,1.0,1.0,0.0676235737593892
PHASE3AX_BASELINE,wave,6.319999999999165,left_hip_roll_joint,roll,1.6862938158057943,0.0,0.0,1.0,0.0,0.0,0.5099610446948514,1.0,1.0,6586.84504539787,3.966333974640982
PHASE3AX_BASELINE,wave,6.319999999999165,left_knee_joint,pitch,5.228908594504802,0.15,0.7843362891757203,1.0,0.1005411061434369,0.5257202540144371,1.0,1.0,1.0,1.0,0.5257202540144371
PHASE3AX_BASELINE,wave,6.319999999999165,right_ankle_pitch_joint,pitch,5.228908594504802,0.7,3.6602360161533616,1.0,0.7819863811156208,4.088935309001178,1.0,1.0,1.0,1.001784174326651,4.096230682402833
PHASE3AX_BASELINE,wave,6.319999999999165,right_ankle_roll_joint,roll,1.6862938158057943,0.7,1.180405671064056,1.0,0.9271762373730156,1.5634915552442012,1.0,1.0,1.0,0.6943512603221557,1.0856123318868585
PHASE3AX_BASELINE,wave,6.319999999999165,right_hip_pitch_joint,pitch,5.228908594504802,0.1,0.5228908594504803,1.0,0.0893698721274995,0.4673068924572775,1.0,1.0,1.0,0.6383421550912057,0.2983016888201528
PHASE3AX_BASELINE,wave,6.319999999999165,right_hip_roll_joint,roll,1.6862938158057943,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-2.383313676877291
PHASE3AX_BASELINE,wave,6.319999999999165,right_knee_joint,pitch,5.228908594504802,0.15,0.7843362891757203,1.0,0.1005411061434369,0.5257202540144371,1.0,1.0,1.0,1.0,0.5257202540144371
PHASE3AX_BASELINE,wave,6.319999999999165,waist_pitch_joint,pitch,5.228908594504802,0.0,0.0,1.0,0.0,0.0,0.5099610446948514,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.319999999999165,waist_roll_joint,roll,1.6862938158057943,0.0,0.0,1.0,0.0,0.0,0.5099610446948514,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.339999999999154,left_ankle_pitch_joint,pitch,5.243025594578436,0.7,3.6701179162049047,1.0,0.7911423853133364,4.147979775153657,1.0,1.0,1.0,0.9997684048264234,4.147019123057638
PHASE3AX_BASELINE,wave,6.339999999999154,left_ankle_roll_joint,roll,1.6853951697340104,0.7,1.1797766188138072,1.0,0.5630772785263164,0.9490077254152256,0.5083447468617892,1.0,1.0,1.0,0.4824230919460853
PHASE3AX_BASELINE,wave,6.339999999999154,left_hip_pitch_joint,pitch,5.243025594578436,0.1,0.5243025594578435,1.0,0.0459626372107131,0.2409832832900923,0.5083447468617892,1.0,1.0,1.0,0.1378864298702841
PHASE3AX_BASELINE,wave,6.339999999999154,left_hip_roll_joint,roll,1.6853951697340104,0.0,0.0,1.0,0.0,0.0,0.5083447468617892,1.0,1.0,0.828428397053106,4.00633397464096
PHASE3AX_BASELINE,wave,6.339999999999154,left_knee_joint,pitch,5.243025594578436,0.15,0.7864538391867654,1.0,0.1017183066831432,0.5333116853768988,1.0,1.0,1.0,1.0,0.5333116853768988
PHASE3AX_BASELINE,wave,6.339999999999154,right_ankle_pitch_joint,pitch,5.243025594578436,0.7,3.6701179162049047,1.0,0.7911423853133364,4.147979775153657,1.0,1.0,1.0,0.9997684048264234,4.147019123057638
PHASE3AX_BASELINE,wave,6.339999999999154,right_ankle_roll_joint,roll,1.6853951697340104,0.7,1.1797766188138072,1.0,0.8369227214736835,1.4105455122123889,0.7555717220625436,1.0,1.0,1.0,1.065768301709907
PHASE3AX_BASELINE,wave,6.339999999999154,right_hip_pitch_joint,pitch,5.243025594578436,0.1,0.5243025594578435,1.0,0.0683159787963275,0.3581824253478231,0.7555717220625436,1.0,1.0,1.0,0.263364662266849
PHASE3AX_BASELINE,wave,6.339999999999154,right_hip_roll_joint,roll,1.6853951697340104,0.0,0.0,1.0,0.0,0.0,0.7555717220625436,1.0,1.0,0.7262781681397967,-2.3033136768773352
PHASE3AX_BASELINE,wave,6.339999999999154,right_knee_joint,pitch,5.243025594578436,0.15,0.7864538391867654,1.0,0.1017183066831432,0.5333116853768988,1.0,1.0,1.0,1.0,0.5333116853768988
PHASE3AX_BASELINE,wave,6.339999999999154,waist_pitch_joint,pitch,5.243025594578436,0.0,0.0,1.0,0.0,0.0,0.5083447468617892,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.339999999999154,waist_roll_joint,roll,1.6853951697340104,0.0,0.0,1.0,0.0,0.0,0.5083447468617892,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.359999999999143,left_ankle_pitch_joint,pitch,5.257573702950347,0.7,3.680301592065242,1.0,0.791121662680076,4.159380449541122,1.0,1.0,1.0,1.0,4.159380449541122
PHASE3AX_BASELINE,wave,6.359999999999143,left_ankle_roll_joint,roll,1.6856712503572313,0.7,1.1799698752500618,1.0,0.561414467183533,0.9463602268659048,0.5070642964325991,1.0,1.0,1.0,0.4798654826075549
PHASE3AX_BASELINE,wave,6.359999999999143,left_hip_pitch_joint,pitch,5.257573702950347,0.1,0.5257573702950347,1.0,0.0458456627747955,0.2410369509990945,0.5070642964325991,1.0,1.0,1.0,0.1376316383689689
PHASE3AX_BASELINE,wave,6.359999999999143,left_hip_roll_joint,roll,1.6856712503572313,0.0,0.0,1.0,0.0,0.0,0.5070642964325991,1.0,1.0,0.901312815629428,4.36633397464076
PHASE3AX_BASELINE,wave,6.359999999999143,left_knee_joint,pitch,5.257573702950347,0.15,0.788636055442552,1.0,0.1017156423445812,0.5347774863695729,1.0,1.0,1.0,1.0,0.5347774863695729
PHASE3AX_BASELINE,wave,6.359999999999143,right_ankle_pitch_joint,pitch,5.257573702950347,0.7,3.680301592065242,1.0,0.791121662680076,4.159380449541122,1.0,1.0,1.0,1.0,4.159380449541122
PHASE3AX_BASELINE,wave,6.359999999999143,right_ankle_roll_joint,roll,1.6856712503572313,0.7,1.1799698752500618,1.0,0.8385855328164669,1.4135795236342188,0.7574026108185942,1.0,1.0,1.0,1.070648821800262
PHASE3AX_BASELINE,wave,6.359999999999143,right_hip_pitch_joint,pitch,5.257573702950347,0.1,0.5257573702950347,1.0,0.0684797271758899,0.3600372127851731,0.7574026108185942,1.0,1.0,1.0,0.2654568426483473
PHASE3AX_BASELINE,wave,6.359999999999143,right_hip_roll_joint,roll,1.6856712503572313,0.0,0.0,1.0,0.0,0.0,0.7574026108185942,1.0,1.0,0.8307886610700345,-2.623313676877158
PHASE3AX_BASELINE,wave,6.359999999999143,right_knee_joint,pitch,5.257573702950347,0.15,0.788636055442552,1.0,0.1017156423445812,0.5347774863695729,1.0,1.0,1.0,1.0,0.5347774863695729
PHASE3AX_BASELINE,wave,6.359999999999143,waist_pitch_joint,pitch,5.257573702950347,0.0,0.0,1.0,0.0,0.0,0.5070642964325991,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.359999999999143,waist_roll_joint,roll,1.6856712503572313,0.0,0.0,1.0,0.0,0.0,0.5070642964325991,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.379999999999132,left_ankle_pitch_joint,pitch,5.271647164441808,0.7,3.6901530151092654,1.0,0.7821211205987177,4.1230665876542805,1.0,1.0,1.0,1.0011808484972355,4.1279353046383145
PHASE3AX_BASELINE,wave,6.379999999999132,left_ankle_roll_joint,roll,1.684490808409823,0.7,1.1791435658868759,1.0,0.4705693439310315,0.7926697345712631,0.5062984966746276,1.0,1.0,1.1296633388002524,0.4533649579234351
PHASE3AX_BASELINE,wave,6.379999999999132,left_hip_pitch_joint,pitch,5.271647164441808,0.1,0.5271647164441808,1.0,0.0452556282944692,0.2385717045735713,0.5062984966746276,1.0,1.0,1.0,0.1362147877036794
PHASE3AX_BASELINE,wave,6.379999999999132,left_hip_roll_joint,roll,1.684490808409823,0.0,0.0,1.0,0.0,0.0,0.5062984966746276,1.0,1.0,0.9663720612747384,4.686333974640583
PHASE3AX_BASELINE,wave,6.379999999999132,left_knee_joint,pitch,5.271647164441808,0.15,0.7907470746662713,1.0,0.1005584297912637,0.530108561269836,1.0,1.0,1.0,1.0,0.530108561269836
PHASE3AX_BASELINE,wave,6.379999999999132,right_ankle_pitch_joint,pitch,5.271647164441808,0.7,3.6901530151092654,1.0,0.7821211205987177,4.1230665876542805,1.0,1.0,1.0,1.0011808484972355,4.1279353046383145
PHASE3AX_BASELINE,wave,6.379999999999132,right_ankle_roll_joint,roll,1.684490808409823,0.7,1.1791435658868759,1.0,0.9294306560689682,1.5656173972024885,1.0,1.0,1.0,0.7017450023810431,1.0986641841276623
PHASE3AX_BASELINE,wave,6.379999999999132,right_hip_pitch_joint,pitch,5.271647164441808,0.1,0.5271647164441808,1.0,0.0893852709255677,0.4712076100176321,1.0,1.0,1.0,0.6308677148741378,0.2972696681631275
PHASE3AX_BASELINE,wave,6.379999999999132,right_hip_roll_joint,roll,1.684490808409823,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-2.863313676877025
PHASE3AX_BASELINE,wave,6.379999999999132,right_knee_joint,pitch,5.271647164441808,0.15,0.7907470746662713,1.0,0.1005584297912637,0.530108561269836,1.0,1.0,1.0,1.0,0.530108561269836
PHASE3AX_BASELINE,wave,6.379999999999132,waist_pitch_joint,pitch,5.271647164441808,0.0,0.0,1.0,0.0,0.0,0.5062984966746276,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.379999999999132,waist_roll_joint,roll,1.684490808409823,0.0,0.0,1.0,0.0,0.0,0.5062984966746276,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.399999999999121,left_ankle_pitch_joint,pitch,5.2868914504276106,0.7,3.700824015299327,1.0,0.7910490881505733,4.182190661011823,1.0,1.0,1.0,1.0,4.182190661011823
PHASE3AX_BASELINE,wave,6.399999999999121,left_ankle_roll_joint,roll,1.6810887045331877,0.7,1.1767620931732312,1.0,0.5591525447454518,0.9399850270825668,0.5057913682412873,1.0,1.0,1.0,0.4754363129744151
PHASE3AX_BASELINE,wave,6.399999999999121,left_hip_pitch_joint,pitch,5.2868914504276106,0.1,0.5286891450427611,1.0,0.0457263772161944,0.2417503927633262,0.5057913682412873,1.0,1.0,1.0,0.1377044437518603
PHASE3AX_BASELINE,wave,6.399999999999121,left_hip_roll_joint,roll,1.6810887045331877,0.0,0.0,1.0,0.0,0.0,0.5057913682412873,1.0,1.0,1.0,4.852371680708019
PHASE3AX_BASELINE,wave,6.399999999999121,left_knee_joint,pitch,5.2868914504276106,0.15,0.7930337175641415,1.0,0.1017063113336451,0.5377102278443773,1.0,1.0,1.0,1.0,0.5377102278443773
PHASE3AX_BASELINE,wave,6.399999999999121,right_ankle_pitch_joint,pitch,5.2868914504276106,0.7,3.700824015299327,1.0,0.7910490881505733,4.182190661011823,1.0,1.0,1.0,1.0,4.182190661011823
PHASE3AX_BASELINE,wave,6.399999999999121,right_ankle_roll_joint,roll,1.6810887045331877,0.7,1.1767620931732312,1.0,0.8408474552545481,1.4135391592638955,0.7606035041278632,1.0,1.0,1.0,1.0751428377580727
PHASE3AX_BASELINE,wave,6.399999999999121,right_hip_pitch_joint,pitch,5.2868914504276106,0.1,0.5286891450427611,1.0,0.0687628238153688,0.3635415853367334,0.7606035041278632,1.0,1.0,1.0,0.2693367704400384
PHASE3AX_BASELINE,wave,6.399999999999121,right_hip_roll_joint,roll,1.6810887045331877,0.0,0.0,1.0,0.0,0.0,0.7606035041278632,1.0,1.0,1.0,-3.133870107260936
PHASE3AX_BASELINE,wave,6.399999999999121,right_knee_joint,pitch,5.2868914504276106,0.15,0.7930337175641415,1.0,0.1017063113336451,0.5377102278443773,1.0,1.0,1.0,1.0,0.5377102278443773
PHASE3AX_BASELINE,wave,6.399999999999121,waist_pitch_joint,pitch,5.2868914504276106,0.0,0.0,1.0,0.0,0.0,0.5057913682412873,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.399999999999121,waist_roll_joint,roll,1.6810887045331877,0.0,0.0,1.0,0.0,0.0,0.5057913682412873,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.41999999999911,left_ankle_pitch_joint,pitch,5.30168032735945,0.7,3.7111762291516146,1.0,0.7910046382076484,4.193653729235569,1.0,1.0,1.0,1.0,4.193653729235569
PHASE3AX_BASELINE,wave,6.41999999999911,left_ankle_roll_joint,roll,1.6787614119770922,0.7,1.1751329883839645,1.0,0.5581044255821701,0.936924173520988,0.5053140749205501,1.0,1.0,1.0,0.4734409720134589
PHASE3AX_BASELINE,wave,6.41999999999911,left_hip_pitch_joint,pitch,5.30168032735945,0.1,0.530168032735945,1.0,0.0456806602301442,0.2421842576829471,0.5053140749205501,1.0,1.0,1.0,0.1378181919034057
PHASE3AX_BASELINE,wave,6.41999999999911,left_hip_roll_joint,roll,1.6787614119770922,0.0,0.0,1.0,0.0,0.0,0.5053140749205501,1.0,1.0,1.0,4.8554838886171785
PHASE3AX_BASELINE,wave,6.41999999999911,left_knee_joint,pitch,5.30168032735945,0.15,0.7952520491039174,1.0,0.1017005963409833,0.539184050901716,1.0,1.0,1.0,1.0,0.539184050901716
PHASE3AX_BASELINE,wave,6.41999999999911,right_ankle_pitch_joint,pitch,5.30168032735945,0.7,3.7111762291516146,1.0,0.7910046382076484,4.193653729235569,1.0,1.0,1.0,1.0,4.193653729235569
PHASE3AX_BASELINE,wave,6.41999999999911,right_ankle_roll_joint,roll,1.6787614119770922,0.7,1.1751329883839645,1.0,0.8418955744178299,1.4133418032469411,0.7622617988074273,1.0,1.0,1.0,1.0773364652727464
PHASE3AX_BASELINE,wave,6.41999999999911,right_hip_pitch_joint,pitch,5.30168032735945,0.1,0.530168032735945,1.0,0.068908870672592,0.3653328040254378,0.7622617988074273,1.0,1.0,1.0,0.2713337523888275
PHASE3AX_BASELINE,wave,6.41999999999911,right_hip_roll_joint,roll,1.6787614119770922,0.0,0.0,1.0,0.0,0.0,0.7622617988074273,1.0,1.0,1.0,-3.1213135023936767
PHASE3AX_BASELINE,wave,6.41999999999911,right_knee_joint,pitch,5.30168032735945,0.15,0.7952520491039174,1.0,0.1017005963409833,0.539184050901716,1.0,1.0,1.0,1.0,0.539184050901716
PHASE3AX_BASELINE,wave,6.41999999999911,waist_pitch_joint,pitch,5.30168032735945,0.0,0.0,1.0,0.0,0.0,0.5053140749205501,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.41999999999911,waist_roll_joint,roll,1.6787614119770922,0.0,0.0,1.0,0.0,0.0,0.5053140749205501,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.439999999999099,left_ankle_pitch_joint,pitch,5.3148936236009785,0.7,3.720425536520685,1.0,0.7909606984014164,4.2038719724526645,1.0,1.0,1.0,1.0,4.2038719724526645
PHASE3AX_BASELINE,wave,6.439999999999099,left_ankle_roll_joint,roll,1.6782780172176712,0.7,1.1747946120523698,1.0,0.5571121178736806,0.9349890205529784,0.5048802509720262,1.0,1.0,1.0,0.4720574913528766
PHASE3AX_BASELINE,wave,6.439999999999099,left_hip_pitch_joint,pitch,5.3148936236009785,0.1,0.5314893623600979,1.0,0.0456389069620475,0.2425659356007049,0.5048802509720262,1.0,1.0,1.0,0.1379063004203625
PHASE3AX_BASELINE,wave,6.439999999999099,left_hip_roll_joint,roll,1.6782780172176712,0.0,0.0,1.0,0.0,0.0,0.5048802509720262,1.0,1.0,1.0,4.858162857459091
PHASE3AX_BASELINE,wave,6.439999999999099,left_knee_joint,pitch,5.3148936236009785,0.15,0.7972340435401467,1.0,0.1016949469373249,0.5404978250296283,1.0,1.0,1.0,1.0,0.5404978250296283
PHASE3AX_BASELINE,wave,6.439999999999099,right_ankle_pitch_joint,pitch,5.3148936236009785,0.7,3.720425536520685,1.0,0.7909606984014164,4.2038719724526645,1.0,1.0,1.0,1.0,4.2038719724526645
PHASE3AX_BASELINE,wave,6.439999999999099,right_ankle_roll_joint,roll,1.6782780172176712,0.7,1.1747946120523698,1.0,0.8428878821263193,1.4146002035517613,0.7638632006308403,1.0,1.0,1.0,1.0805610390980869
PHASE3AX_BASELINE,wave,6.439999999999099,right_hip_pitch_joint,pitch,5.3148936236009785,0.1,0.5314893623600979,1.0,0.0690498023604698,0.3669923542765687,0.7638632006308403,1.0,1.0,1.0,0.3088888802048665
PHASE3AX_BASELINE,wave,6.439999999999099,right_hip_roll_joint,roll,1.6782780172176712,0.0,0.0,1.0,0.0,0.0,0.7638632006308403,1.0,1.0,11188.614693651103,-2.934524565045024
PHASE3AX_BASELINE,wave,6.439999999999099,right_knee_joint,pitch,5.3148936236009785,0.15,0.7972340435401467,1.0,0.1016949469373249,0.5404978250296283,1.0,1.0,1.0,1.0,0.5404978250296283
PHASE3AX_BASELINE,wave,6.439999999999099,waist_pitch_joint,pitch,5.3148936236009785,0.0,0.0,1.0,0.0,0.0,0.5048802509720262,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.439999999999099,waist_roll_joint,roll,1.6782780172176712,0.0,0.0,1.0,0.0,0.0,0.5048802509720262,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.459999999999088,left_ankle_pitch_joint,pitch,5.327148977702375,0.7,3.7290042843916624,1.0,0.7909200794695224,4.213349092790348,1.0,1.0,1.0,0.9864075859216792,4.156079507264624
PHASE3AX_BASELINE,wave,6.459999999999088,left_ankle_roll_joint,roll,1.6812490327176546,0.7,1.1768743229023582,1.0,0.5564427763304457,0.935518879468288,0.504702700697838,1.0,1.0,1.0,0.4721589050214601
PHASE3AX_BASELINE,wave,6.459999999999088,left_hip_pitch_joint,pitch,5.327148977702375,0.1,0.5327148977702375,1.0,0.045620514302219,0.2430272761273227,0.504702700697838,1.0,1.0,1.207195015637955,0.1667133319532523
PHASE3AX_BASELINE,wave,6.459999999999088,left_hip_roll_joint,roll,1.6812490327176546,0.0,0.0,1.0,0.0,0.0,0.504702700697838,1.0,1.0,0.995884444724444,4.839321726107631
PHASE3AX_BASELINE,wave,6.459999999999088,left_knee_joint,pitch,5.327148977702375,0.15,0.7990723466553563,1.0,0.1016897245032243,0.5417163119301875,1.0,1.0,1.0,1.0,0.5417163119301875
PHASE3AX_BASELINE,wave,6.459999999999088,right_ankle_pitch_joint,pitch,5.327148977702375,0.7,3.7290042843916624,1.0,0.7909200794695224,4.213349092790348,1.0,1.0,1.0,0.9864075859216792,4.156079507264624
PHASE3AX_BASELINE,wave,6.459999999999088,right_ankle_roll_joint,roll,1.6812490327176546,0.7,1.1768743229023582,1.0,0.8435572236695542,1.4182297663364285,0.7651202011945314,1.0,1.0,0.9993070845486416,1.0843643503473033
PHASE3AX_BASELINE,wave,6.459999999999088,right_hip_pitch_joint,pitch,5.327148977702375,0.1,0.5327148977702375,1.0,0.0691598777522875,0.3684249720661198,0.7651202011945314,1.0,1.0,1.0,0.3103585435818902
PHASE3AX_BASELINE,wave,6.459999999999088,right_hip_roll_joint,roll,1.6812490327176546,0.0,0.0,1.0,0.0,0.0,0.7651202011945314,1.0,1.0,9693.306679999623,-2.534524565045245
PHASE3AX_BASELINE,wave,6.459999999999088,right_knee_joint,pitch,5.327148977702375,0.15,0.7990723466553563,1.0,0.1016897245032243,0.5417163119301875,1.0,1.0,1.0,1.0,0.5417163119301875
PHASE3AX_BASELINE,wave,6.459999999999088,waist_pitch_joint,pitch,5.327148977702375,0.0,0.0,1.0,0.0,0.0,0.504702700697838,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.459999999999088,waist_roll_joint,roll,1.6812490327176546,0.0,0.0,1.0,0.0,0.0,0.504702700697838,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,wave,6.479999999999077,left_ankle_pitch_joint,pitch,5.340139595769089,0.7,3.738097717038362,1.0,0.7908842684498453,4.223432397619888,1.0,1.0,1.0,0.9995477762743664,4.221522461286075
PHASE3AX_BASELINE,wave,6.479999999999077,left_ankle_roll_joint,roll,1.6833149588089902,0.7,1.1783204711662931,1.0,0.5562982228865506,0.9364251201437884,0.5049497804482611,1.0,1.0,0.9998464720106852,0.4727750634725313
PHASE3AX_BASELINE,wave,6.479999999999077,left_hip_pitch_joint,pitch,5.340139595769089,0.1,0.5340139595769089,1.0,0.045640781452998,0.2437281442189984,0.5049497804482611,1.0,1.0,1.0,0.1385085821142942
PHASE3AX_BASELINE,wave,6.479999999999077,left_hip_roll_joint,roll,1.6833149588089902,0.0,0.0,1.0,0.0,0.0,0.5049497804482611,1.0,1.0,1.0,4.857709507432359
PHASE3AX_BASELINE,wave,6.479999999999077,left_knee_joint,pitch,5.340139595769089,0.15,0.8010209393653633,1.0,0.1016851202292658,0.5430127368368428,1.0,1.0,1.0,1.0,0.5430127368368428
PHASE3AX_BASELINE,wave,6.479999999999077,right_ankle_pitch_joint,pitch,5.340139595769089,0.7,3.738097717038362,1.0,0.7908842684498453,4.223432397619888,1.0,1.0,1.0,0.9995477762743664,4.221522461286075
PHASE3AX_BASELINE,wave,6.479999999999077,right_ankle_roll_joint,roll,1.6833149588089902,0.7,1.1783204711662931,1.0,0.8437017771134493,1.4202158221887975,0.765824893178072,1.0,1.0,1.0,1.0876366303175438
PHASE3AX_BASELINE,wave,6.479999999999077,right_hip_pitch_joint,pitch,5.340139595769089,0.1,0.5340139595769089,1.0,0.0692204411887794,0.3696468188288069,0.765824893178072,1.0,1.0,1.0,0.3115046207079346
